Calculator Type,JID,Surface,Surface Energy (J/m^2)
mace,JVASP-901,"surface_energy for JVASP-901 with indices [0, 1, 0]",2.414566427
sevennet,JVASP-901,"surface_energy for JVASP-901 with indices [0, 1, 0]",2.56932803
matgl,JVASP-901,"surface_energy for JVASP-901 with indices [0, 1, 0]",1.173524481
chgnet,JVASP-901,"surface_energy for JVASP-901 with indices [0, 1, 1]",1.957663394
mace,JVASP-901,"surface_energy for JVASP-901 with indices [0, 1, 1]",2.396494496
sevennet,JVASP-901,"surface_energy for JVASP-901 with indices [0, 1, 1]",3.037695517
matgl,JVASP-901,"surface_energy for JVASP-901 with indices [0, 1, 1]",1.333028028
chgnet,JVASP-901,"surface_energy for JVASP-901 with indices [1, 0, 0]",1.939011239
mace,JVASP-901,"surface_energy for JVASP-901 with indices [1, 0, 0]",2.414532274
sevennet,JVASP-901,"surface_energy for JVASP-901 with indices [1, 0, 0]",2.56932803
matgl,JVASP-901,"surface_energy for JVASP-901 with indices [1, 0, 0]",1.169873351
JARVIS,JVASP-901,"surface_energy for JVASP-901 with indices [1, 0, 0]",2.77
chgnet,JVASP-901,"surface_energy for JVASP-901 with indices [1, 1, 0]",1.957669112
mace,JVASP-901,"surface_energy for JVASP-901 with indices [1, 1, 0]",2.396494496
sevennet,JVASP-901,"surface_energy for JVASP-901 with indices [1, 1, 0]",3.037689103
matgl,JVASP-901,"surface_energy for JVASP-901 with indices [1, 1, 0]",1.33350543
chgnet,JVASP-901,"surface_energy for JVASP-901 with indices [1, 1, 1]",1.624685855
mace,JVASP-901,"surface_energy for JVASP-901 with indices [1, 1, 1]",1.97335713
sevennet,JVASP-901,"surface_energy for JVASP-901 with indices [1, 1, 1]",2.021568146
matgl,JVASP-901,"surface_energy for JVASP-901 with indices [1, 1, 1]",0.803356177
sevennet,JVASP-91,"surface_energy for JVASP-91 with indices [0, 0, 1]",6.496179315
matgl,JVASP-91,"surface_energy for JVASP-91 with indices [0, 0, 1]",8.83650719
sevennet,JVASP-91,"surface_energy for JVASP-91 with indices [0, 1, 0]",6.496179315
matgl,JVASP-91,"surface_energy for JVASP-91 with indices [0, 1, 0]",8.836287169
sevennet,JVASP-91,"surface_energy for JVASP-91 with indices [0, 1, 1]",3.86660581
matgl,JVASP-91,"surface_energy for JVASP-91 with indices [0, 1, 1]",2.788580282
sevennet,JVASP-91,"surface_energy for JVASP-91 with indices [1, 0, 0]",6.496179315
matgl,JVASP-91,"surface_energy for JVASP-91 with indices [1, 0, 0]",8.836859952
sevennet,JVASP-91,"surface_energy for JVASP-91 with indices [1, 1, 0]",3.86660581
matgl,JVASP-91,"surface_energy for JVASP-91 with indices [1, 1, 0]",2.791848929
sevennet,JVASP-91,"surface_energy for JVASP-91 with indices [1, 1, 1]",2.522082963
matgl,JVASP-91,"surface_energy for JVASP-91 with indices [1, 1, 1]",3.116888521
JARVIS,JVASP-91,"surface_energy for JVASP-91 with indices [1, 1, 1]",5.27
alignn_ff,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 0, 1]",0.049829628
chgnet,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 0, 1]",1.0641012
mace,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 0, 1]",1.348027863
sevennet,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 0, 1]",1.344782057
matgl,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 0, 1]",1.064774354
alignn_ff,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 0]",1.749655128
chgnet,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 0]",1.810159603
mace,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 0]",2.242533387
sevennet,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 0]",2.250466786
matgl,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 0]",1.728577959
alignn_ff,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 1]",-1.171598197
chgnet,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 1]",1.340573123
mace,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 1]",1.680476683
sevennet,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 1]",1.664325659
matgl,JVASP-9147,"surface_energy for JVASP-9147 with indices [0, 1, 1]",1.208870906
alignn_ff,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 0, 0]",-0.242388034
chgnet,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 0, 0]",1.32761238
mace,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 0, 0]",1.591939371
sevennet,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 0, 0]",1.51440179
matgl,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 0, 0]",0.977019497
alignn_ff,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 0]",-0.701694323
chgnet,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 0]",1.062758992
mace,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 0]",1.365895674
sevennet,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 0]",1.327064506
matgl,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 0]",0.959976128
alignn_ff,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 1]",-0.689338948
chgnet,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 1]",0.947243042
mace,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 1]",1.206960376
sevennet,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 1]",1.164915746
matgl,JVASP-9147,"surface_energy for JVASP-9147 with indices [1, 1, 1]",0.71683427
chgnet,JVASP-919,"surface_energy for JVASP-919 with indices [0, 0, 1]",0.319077483
mace,JVASP-919,"surface_energy for JVASP-919 with indices [0, 0, 1]",0.520507325
sevennet,JVASP-919,"surface_energy for JVASP-919 with indices [0, 0, 1]",0.47820433
matgl,JVASP-919,"surface_energy for JVASP-919 with indices [0, 0, 1]",0.296806122
chgnet,JVASP-919,"surface_energy for JVASP-919 with indices [0, 1, 0]",0.349932458
mace,JVASP-919,"surface_energy for JVASP-919 with indices [0, 1, 0]",0.55914208
sevennet,JVASP-919,"surface_energy for JVASP-919 with indices [0, 1, 0]",0.515433531
matgl,JVASP-919,"surface_energy for JVASP-919 with indices [0, 1, 0]",0.329209996
chgnet,JVASP-919,"surface_energy for JVASP-919 with indices [0, 1, 1]",0.426684483
mace,JVASP-919,"surface_energy for JVASP-919 with indices [0, 1, 1]",0.649018279
sevennet,JVASP-919,"surface_energy for JVASP-919 with indices [0, 1, 1]",0.599405668
matgl,JVASP-919,"surface_energy for JVASP-919 with indices [0, 1, 1]",0.505714734
chgnet,JVASP-919,"surface_energy for JVASP-919 with indices [1, 0, 0]",0.349932458
mace,JVASP-919,"surface_energy for JVASP-919 with indices [1, 0, 0]",0.559141097
sevennet,JVASP-919,"surface_energy for JVASP-919 with indices [1, 0, 0]",0.515433531
matgl,JVASP-919,"surface_energy for JVASP-919 with indices [1, 0, 0]",0.329097327
JARVIS,JVASP-919,"surface_energy for JVASP-919 with indices [1, 0, 0]",0.35
chgnet,JVASP-919,"surface_energy for JVASP-919 with indices [1, 1, 0]",0.443968227
mace,JVASP-919,"surface_energy for JVASP-919 with indices [1, 1, 0]",0.60231352
sevennet,JVASP-919,"surface_energy for JVASP-919 with indices [1, 1, 0]",0.570380022
matgl,JVASP-919,"surface_energy for JVASP-919 with indices [1, 1, 0]",0.425088589
chgnet,JVASP-919,"surface_energy for JVASP-919 with indices [1, 1, 1]",0.473910637
mace,JVASP-919,"surface_energy for JVASP-919 with indices [1, 1, 1]",0.651418637
sevennet,JVASP-919,"surface_energy for JVASP-919 with indices [1, 1, 1]",0.662581872
matgl,JVASP-919,"surface_energy for JVASP-919 with indices [1, 1, 1]",0.447122997
alignn_ff,JVASP-931,"surface_energy for JVASP-931 with indices [0, 0, 1]",0.009946744
chgnet,JVASP-931,"surface_energy for JVASP-931 with indices [0, 0, 1]",0.111981746
mace,JVASP-931,"surface_energy for JVASP-931 with indices [0, 0, 1]",0.197561234
sevennet,JVASP-931,"surface_energy for JVASP-931 with indices [0, 0, 1]",0.101017387
matgl,JVASP-931,"surface_energy for JVASP-931 with indices [0, 0, 1]",0.072632835
JARVIS,JVASP-931,"surface_energy for JVASP-931 with indices [0, 0, 1]",0.1
alignn_ff,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 0]",-0.012190155
chgnet,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 0]",0.126646214
mace,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 0]",0.213725671
sevennet,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 0]",0.110538701
matgl,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 0]",0.081859575
alignn_ff,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 1]",-0.005696808
chgnet,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 1]",0.189272538
mace,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 1]",0.287288104
sevennet,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 1]",0.17826897
matgl,JVASP-931,"surface_energy for JVASP-931 with indices [0, 1, 1]",0.131837104
alignn_ff,JVASP-931,"surface_energy for JVASP-931 with indices [1, 0, 0]",-0.012190155
chgnet,JVASP-931,"surface_energy for JVASP-931 with indices [1, 0, 0]",0.126646214
mace,JVASP-931,"surface_energy for JVASP-931 with indices [1, 0, 0]",0.213725671
sevennet,JVASP-931,"surface_energy for JVASP-931 with indices [1, 0, 0]",0.110539061
matgl,JVASP-931,"surface_energy for JVASP-931 with indices [1, 0, 0]",0.081859931
alignn_ff,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 0]",-0.001636241
chgnet,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 0]",0.151866124
mace,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 0]",0.24879759
sevennet,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 0]",0.132069768
matgl,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 0]",0.11128756
alignn_ff,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 1]",-0.003834614
chgnet,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 1]",0.16290827
mace,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 1]",0.271168714
sevennet,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 1]",0.14453974
matgl,JVASP-931,"surface_energy for JVASP-931 with indices [1, 1, 1]",0.116188306
alignn_ff,JVASP-934,"surface_energy for JVASP-934 with indices [0, 0, 1]",0.648805927
chgnet,JVASP-934,"surface_energy for JVASP-934 with indices [0, 0, 1]",2.004813902
mace,JVASP-934,"surface_energy for JVASP-934 with indices [0, 0, 1]",2.614424731
sevennet,JVASP-934,"surface_energy for JVASP-934 with indices [0, 0, 1]",3.27616864
matgl,JVASP-934,"surface_energy for JVASP-934 with indices [0, 0, 1]",1.936783989
alignn_ff,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 0]",0.648805927
chgnet,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 0]",2.004813902
mace,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 0]",2.614424731
sevennet,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 0]",3.27616864
matgl,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 0]",1.936783989
alignn_ff,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 1]",0.218273464
chgnet,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 1]",1.589632388
mace,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 1]",2.527231802
sevennet,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 1]",2.423313725
matgl,JVASP-934,"surface_energy for JVASP-934 with indices [0, 1, 1]",1.300338131
alignn_ff,JVASP-934,"surface_energy for JVASP-934 with indices [1, 0, 0]",0.648805927
chgnet,JVASP-934,"surface_energy for JVASP-934 with indices [1, 0, 0]",2.004813902
mace,JVASP-934,"surface_energy for JVASP-934 with indices [1, 0, 0]",2.614424731
sevennet,JVASP-934,"surface_energy for JVASP-934 with indices [1, 0, 0]",3.27616864
matgl,JVASP-934,"surface_energy for JVASP-934 with indices [1, 0, 0]",1.936783989
JARVIS,JVASP-934,"surface_energy for JVASP-934 with indices [1, 0, 0]",2.41
alignn_ff,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 0]",0.218277259
chgnet,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 0]",1.58963154
mace,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 0]",2.527231802
sevennet,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 0]",2.423309484
matgl,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 0]",1.300014993
alignn_ff,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 1]",0.170970556
chgnet,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 1]",2.178909861
mace,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 1]",2.758944359
sevennet,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 1]",2.747315584
matgl,JVASP-934,"surface_energy for JVASP-934 with indices [1, 1, 1]",2.111228445
chgnet,JVASP-943,"surface_energy for JVASP-943 with indices [0, 0, 1]",1.973883532
mace,JVASP-943,"surface_energy for JVASP-943 with indices [0, 0, 1]",1.953881881
sevennet,JVASP-943,"surface_energy for JVASP-943 with indices [0, 0, 1]",1.963103005
matgl,JVASP-943,"surface_energy for JVASP-943 with indices [0, 0, 1]",1.628438907
chgnet,JVASP-943,"surface_energy for JVASP-943 with indices [0, 1, 0]",1.973900272
mace,JVASP-943,"surface_energy for JVASP-943 with indices [0, 1, 0]",1.953881881
sevennet,JVASP-943,"surface_energy for JVASP-943 with indices [0, 1, 0]",1.96221683
matgl,JVASP-943,"surface_energy for JVASP-943 with indices [0, 1, 0]",1.628692035
chgnet,JVASP-943,"surface_energy for JVASP-943 with indices [0, 1, 1]",2.099983757
mace,JVASP-943,"surface_energy for JVASP-943 with indices [0, 1, 1]",2.175856645
sevennet,JVASP-943,"surface_energy for JVASP-943 with indices [0, 1, 1]",2.175807893
matgl,JVASP-943,"surface_energy for JVASP-943 with indices [0, 1, 1]",1.772487029
chgnet,JVASP-943,"surface_energy for JVASP-943 with indices [1, 0, 0]",1.973916343
mace,JVASP-943,"surface_energy for JVASP-943 with indices [1, 0, 0]",1.95388188
sevennet,JVASP-943,"surface_energy for JVASP-943 with indices [1, 0, 0]",1.962221507
matgl,JVASP-943,"surface_energy for JVASP-943 with indices [1, 0, 0]",1.628423601
chgnet,JVASP-943,"surface_energy for JVASP-943 with indices [1, 1, 0]",2.099983757
mace,JVASP-943,"surface_energy for JVASP-943 with indices [1, 1, 0]",2.175852845
sevennet,JVASP-943,"surface_energy for JVASP-943 with indices [1, 1, 0]",2.175807893
matgl,JVASP-943,"surface_energy for JVASP-943 with indices [1, 1, 0]",1.772615861
chgnet,JVASP-943,"surface_energy for JVASP-943 with indices [1, 1, 1]",1.741223152
mace,JVASP-943,"surface_energy for JVASP-943 with indices [1, 1, 1]",1.864725781
sevennet,JVASP-943,"surface_energy for JVASP-943 with indices [1, 1, 1]",1.710787053
matgl,JVASP-943,"surface_energy for JVASP-943 with indices [1, 1, 1]",1.371003086
JARVIS,JVASP-943,"surface_energy for JVASP-943 with indices [1, 1, 1]",2.02
alignn_ff,JVASP-95,"surface_energy for JVASP-95 with indices [0, 1, 0]",0.237057317
chgnet,JVASP-95,"surface_energy for JVASP-95 with indices [0, 1, 0]",0.224318643
mace,JVASP-95,"surface_energy for JVASP-95 with indices [0, 1, 0]",0.338284614
sevennet,JVASP-95,"surface_energy for JVASP-95 with indices [0, 1, 0]",0.338258588
matgl,JVASP-95,"surface_energy for JVASP-95 with indices [0, 1, 0]",0.322217822
alignn_ff,JVASP-95,"surface_energy for JVASP-95 with indices [1, 0, 0]",0.237056754
chgnet,JVASP-95,"surface_energy for JVASP-95 with indices [1, 0, 0]",0.22431943
mace,JVASP-95,"surface_energy for JVASP-95 with indices [1, 0, 0]",0.338281886
sevennet,JVASP-95,"surface_energy for JVASP-95 with indices [1, 0, 0]",0.338259701
matgl,JVASP-95,"surface_energy for JVASP-95 with indices [1, 0, 0]",0.323413472
alignn_ff,JVASP-95,"surface_energy for JVASP-95 with indices [1, 1, 0]",0.121111389
chgnet,JVASP-95,"surface_energy for JVASP-95 with indices [1, 1, 0]",0.212074097
mace,JVASP-95,"surface_energy for JVASP-95 with indices [1, 1, 0]",0.326505293
sevennet,JVASP-95,"surface_energy for JVASP-95 with indices [1, 1, 0]",0.32945256
matgl,JVASP-95,"surface_energy for JVASP-95 with indices [1, 1, 0]",0.330116976
alignn_ff,JVASP-958,"surface_energy for JVASP-958 with indices [0, 0, 1]",0.180496586
chgnet,JVASP-958,"surface_energy for JVASP-958 with indices [0, 0, 1]",0.567088451
mace,JVASP-958,"surface_energy for JVASP-958 with indices [0, 0, 1]",0.633221365
sevennet,JVASP-958,"surface_energy for JVASP-958 with indices [0, 0, 1]",1.244877157
matgl,JVASP-958,"surface_energy for JVASP-958 with indices [0, 0, 1]",0.578158618
alignn_ff,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 0]",0.180496586
chgnet,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 0]",0.568005312
mace,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 0]",0.629598524
sevennet,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 0]",1.244877165
matgl,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 0]",0.578602781
alignn_ff,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 1]",0.13155496
chgnet,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 1]",0.559248891
mace,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 1]",0.628098507
sevennet,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 1]",1.242289545
matgl,JVASP-958,"surface_energy for JVASP-958 with indices [0, 1, 1]",0.545328751
alignn_ff,JVASP-958,"surface_energy for JVASP-958 with indices [1, 0, 0]",0.180496586
chgnet,JVASP-958,"surface_energy for JVASP-958 with indices [1, 0, 0]",0.558862271
mace,JVASP-958,"surface_energy for JVASP-958 with indices [1, 0, 0]",0.627125741
sevennet,JVASP-958,"surface_energy for JVASP-958 with indices [1, 0, 0]",1.24487711
matgl,JVASP-958,"surface_energy for JVASP-958 with indices [1, 0, 0]",0.617422569
alignn_ff,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 0]",0.13155496
chgnet,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 0]",0.559248662
mace,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 0]",0.630254768
sevennet,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 0]",1.242289654
matgl,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 0]",0.54986896
alignn_ff,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 1]",0.073630602
chgnet,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 1]",0.710979195
mace,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 1]",0.808670982
sevennet,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 1]",1.035431269
matgl,JVASP-958,"surface_energy for JVASP-958 with indices [1, 1, 1]",0.382013993
alignn_ff,JVASP-96,"surface_energy for JVASP-96 with indices [0, 1, 1]",0.287643893
chgnet,JVASP-96,"surface_energy for JVASP-96 with indices [0, 1, 1]",0.265562332
mace,JVASP-96,"surface_energy for JVASP-96 with indices [0, 1, 1]",0.38917952
sevennet,JVASP-96,"surface_energy for JVASP-96 with indices [0, 1, 1]",0.3467361
matgl,JVASP-96,"surface_energy for JVASP-96 with indices [0, 1, 1]",0.276321279
alignn_ff,JVASP-96,"surface_energy for JVASP-96 with indices [1, 1, 0]",0.287643893
chgnet,JVASP-96,"surface_energy for JVASP-96 with indices [1, 1, 0]",0.265562332
mace,JVASP-96,"surface_energy for JVASP-96 with indices [1, 1, 0]",0.38917952
sevennet,JVASP-96,"surface_energy for JVASP-96 with indices [1, 1, 0]",0.3467361
matgl,JVASP-96,"surface_energy for JVASP-96 with indices [1, 1, 0]",0.27667722
JARVIS,JVASP-96,"surface_energy for JVASP-96 with indices [1, 1, 0]",0.44
alignn_ff,JVASP-963,"surface_energy for JVASP-963 with indices [0, 0, 1]",-1.74423634
chgnet,JVASP-963,"surface_energy for JVASP-963 with indices [0, 0, 1]",1.104457146
mace,JVASP-963,"surface_energy for JVASP-963 with indices [0, 0, 1]",1.416918388
sevennet,JVASP-963,"surface_energy for JVASP-963 with indices [0, 0, 1]",1.254258314
matgl,JVASP-963,"surface_energy for JVASP-963 with indices [0, 0, 1]",0.728896793
alignn_ff,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 0]",-1.744230636
chgnet,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 0]",1.104457146
mace,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 0]",1.416918388
sevennet,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 0]",1.254258314
matgl,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 0]",0.728691656
alignn_ff,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 1]",-0.535699281
chgnet,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 1]",1.217451418
mace,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 1]",1.610365454
sevennet,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 1]",1.258027068
matgl,JVASP-963,"surface_energy for JVASP-963 with indices [0, 1, 1]",0.726039687
alignn_ff,JVASP-963,"surface_energy for JVASP-963 with indices [1, 0, 0]",-1.744231434
chgnet,JVASP-963,"surface_energy for JVASP-963 with indices [1, 0, 0]",1.104452858
mace,JVASP-963,"surface_energy for JVASP-963 with indices [1, 0, 0]",1.416918388
sevennet,JVASP-963,"surface_energy for JVASP-963 with indices [1, 0, 0]",1.254258314
matgl,JVASP-963,"surface_energy for JVASP-963 with indices [1, 0, 0]",0.728723433
alignn_ff,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 0]",-0.821778078
chgnet,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 0]",1.217451418
mace,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 0]",1.610365454
sevennet,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 0]",1.258027068
matgl,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 0]",0.726064996
alignn_ff,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 1]",-0.487681745
chgnet,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 1]",0.954957971
mace,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 1]",1.304558173
sevennet,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 1]",1.130391661
matgl,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 1]",0.58646439
JARVIS,JVASP-963,"surface_energy for JVASP-963 with indices [1, 1, 1]",1.57
alignn_ff,JVASP-966,"surface_energy for JVASP-966 with indices [0, 0, 1]",0.076178196
chgnet,JVASP-966,"surface_energy for JVASP-966 with indices [0, 0, 1]",0.601254567
mace,JVASP-966,"surface_energy for JVASP-966 with indices [0, 0, 1]",0.669429909
sevennet,JVASP-966,"surface_energy for JVASP-966 with indices [0, 0, 1]",0.480140195
matgl,JVASP-966,"surface_energy for JVASP-966 with indices [0, 0, 1]",0.241450451
alignn_ff,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 0]",0.025424233
chgnet,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 0]",0.528234035
mace,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 0]",0.593861545
sevennet,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 0]",0.555831286
matgl,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 0]",0.321719934
alignn_ff,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 1]",0.025748469
chgnet,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 1]",0.619151496
mace,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 1]",0.669301177
sevennet,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 1]",0.565859489
matgl,JVASP-966,"surface_energy for JVASP-966 with indices [1, 1, 1]",0.337257227
alignn_ff,JVASP-969,"surface_energy for JVASP-969 with indices [0, 0, 1]",0.184470488
chgnet,JVASP-969,"surface_energy for JVASP-969 with indices [0, 0, 1]",0.512559723
mace,JVASP-969,"surface_energy for JVASP-969 with indices [0, 0, 1]",0.701377952
sevennet,JVASP-969,"surface_energy for JVASP-969 with indices [0, 0, 1]",0.411139589
alignn_ff,JVASP-969,"surface_energy for JVASP-969 with indices [1, 1, 0]",0.01952165
chgnet,JVASP-969,"surface_energy for JVASP-969 with indices [1, 1, 0]",0.499470838
mace,JVASP-969,"surface_energy for JVASP-969 with indices [1, 1, 0]",0.698906495
sevennet,JVASP-969,"surface_energy for JVASP-969 with indices [1, 1, 0]",0.473089889
JARVIS,JVASP-969,"surface_energy for JVASP-969 with indices [1, 1, 0]",0.71
alignn_ff,JVASP-969,"surface_energy for JVASP-969 with indices [1, 1, 1]",0.019950307
chgnet,JVASP-969,"surface_energy for JVASP-969 with indices [1, 1, 1]",0.568185631
mace,JVASP-969,"surface_energy for JVASP-969 with indices [1, 1, 1]",0.77282622
sevennet,JVASP-969,"surface_energy for JVASP-969 with indices [1, 1, 1]",0.478833332
alignn_ff,JVASP-972,"surface_energy for JVASP-972 with indices [0, 0, 1]",1.314923641
chgnet,JVASP-972,"surface_energy for JVASP-972 with indices [0, 0, 1]",1.243163828
mace,JVASP-972,"surface_energy for JVASP-972 with indices [0, 0, 1]",1.623579401
sevennet,JVASP-972,"surface_energy for JVASP-972 with indices [0, 0, 1]",1.754864232
matgl,JVASP-972,"surface_energy for JVASP-972 with indices [0, 0, 1]",0.64107321
JARVIS,JVASP-972,"surface_energy for JVASP-972 with indices [0, 0, 1]",1.94
alignn_ff,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 0]",1.31492484
chgnet,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 0]",1.243159415
mace,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 0]",1.623579401
sevennet,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 0]",1.755429138
matgl,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 0]",0.638263484
alignn_ff,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 1]",1.204377701
chgnet,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 1]",1.348294476
mace,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 1]",1.643513192
sevennet,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 1]",1.771110785
matgl,JVASP-972,"surface_energy for JVASP-972 with indices [0, 1, 1]",0.738800938
alignn_ff,JVASP-972,"surface_energy for JVASP-972 with indices [1, 0, 0]",1.314933832
chgnet,JVASP-972,"surface_energy for JVASP-972 with indices [1, 0, 0]",1.243172103
mace,JVASP-972,"surface_energy for JVASP-972 with indices [1, 0, 0]",1.623579401
sevennet,JVASP-972,"surface_energy for JVASP-972 with indices [1, 0, 0]",1.753814858
matgl,JVASP-972,"surface_energy for JVASP-972 with indices [1, 0, 0]",0.636118723
